classname,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,Unnamed:23
org::eclipse::mylyn::internal::tasks::ui::actions::OpenTasksUiPreferencesAction,1,1,1,0,1,0,1,0,11.0,2.0,0,0,0,0.0,2,4.0,2.0,0,0,0,0,0,
org::eclipse::mylyn::internal::help::ui::anttask::MediaWikiImageFetcher,9,1,0,9,28,0,3,0,96.0,8.0,0,3,1,0.0,7,51.0,21.0,0,0,0,0,0,
org::eclipse::mylyn::zest::layouts::exampleUses::SimpleSWTExample,12,1,4,8,78,0,38,0,448.0,13.0,9,26,9,5.0,4,73.0,31.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::workingsets::Messages,0,1,0,0,0,0,11,0,3.0,1.0,0,1,0,10.0,1,2.0,1.0,0,0,0,0,0,
org::eclipse::mylyn::wikitext::core::parser::markup::token::PatternLiteralReplacementToken,3,2,2,1,6,0,2,0,13.0,4.0,22,2,0,0.0,1,5.0,4.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::ui::editor::validation::ValidationProblemAnnotation,3,1,1,2,3,0,3,0,16.0,3.0,0,1,1,0.0,2,10.0,5.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::Messages,0,1,0,0,0,0,62,0,3.0,1.0,0,1,0,61.0,1,2.0,1.0,2,2,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::editors::TaskAttachmentEditorInput,3,1,1,2,21,0,1,0,22.0,7.0,19,1,0,0.0,7,10.0,7.0,0,0,0,0,0,
org::eclipse::mylyn::internal::commons::core::ErrorReporterManager,6,1,2,5,15,0,5,0,72.0,6.0,9,5,2,0.0,4,32.0,14.0,1,0,0,0,0,
org::eclipse::mylyn::internal::context::ui::wizards::ContextRetrieveWizardPage,7,1,1,6,6,0,4,0,116.0,4.0,0,4,0,0.0,3,25.0,13.0,0,0,0,0,0,
org::eclipse::mylyn::internal::ide::ui::MarkerViewLabelProvider,7,1,1,6,45,0,1,0,54.0,10.0,9,1,0,0.0,10,28.0,15.0,0,0,0,0,0,
org::eclipse::mylyn::internal::jira::core::model::filter::Order,3,1,2,1,6,0,3,0,13.0,4.0,18,3,0,0.0,4,5.0,5.0,0,0,0,0,0,
org::eclipse::mylyn::internal::context::core::InteractionContextManager,64,1,35,31,1830,0,40,0,989.0,61.0,27,18,7,0.0,50,530.0,173.0,2,2,0,0,0,
org::eclipse::mylyn::internal::jira::core::wsdl::soap::JiraSoapServiceServiceLocator,3,2,1,2,45,1,3,0,53.0,10.0,2,3,0,0.0,10,26.0,13.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::tracwiki::core::block::HeadingBlock,9,3,1,8,3,0,3,4,35.0,3.0,43,3,0,0.0,3,18.0,5.0,0,0,0,0,0,
org::eclipse::mylyn::internal::sandbox::ui::hyperlinks::ResourceHyperlinkExtensionReader,3,1,1,3,1,0,4,0,32.0,2.0,9,1,1,0.0,1,14.0,4.0,1,0,0,0,0,
org::eclipse::mylyn::internal::java::ui::editor::Messages,0,1,0,0,0,0,2,0,3.0,1.0,0,1,0,1.0,1,2.0,1.0,0,0,0,0,0,
org::eclipse::mylyn::zest::core::widgets::GraphItem,7,1,7,0,45,2,4,0,14.0,10.0,0,0,0,0.0,8,13.0,4.0,0,0,0,0,0,
org::eclipse::mylyn::internal::sandbox::ui::views::TaskActivityViewContentProvider,8,1,1,7,21,0,1,0,46.0,7.0,9,0,0,0.0,7,24.0,10.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::search::RepositorySearchResult,3,1,2,1,36,0,1,0,27.0,9.0,0,1,0,0.0,7,15.0,10.0,0,0,0,0,0,
org::eclipse::mylyn::internal::xplanner::ui::XPlannerRepositoryUi,16,2,0,16,55,0,3,0,101.0,11.0,31,3,1,0.0,10,44.0,23.0,2,2,0,0,0,
org::eclipse::mylyn::wikitext::confluence::core::ConfluenceLanguage,28,3,6,24,21,0,1,6,74.0,7.0,57,1,0,0.0,2,35.0,7.0,1,0,0,0,0,
org::eclipse::mylyn::internal::jira::core::service::JiraServiceUnavailableException,1,2,1,0,0,0,1,0,3.0,1.0,26,1,0,0.0,1,1.0,1.0,0,0,0,0,0,
org::xplanner::soap::UserStoryData,14,2,10,4,561,0,17,0,171.0,34.0,37,17,0,0.0,34,76.0,66.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::PropertyValueRule,2,1,1,1,21,0,2,0,54.0,7.0,9,2,4,0.0,3,18.0,28.0,0,0,0,0,0,
org::eclipse::mylyn::internal::jira::core::html::SubstitutionTextReader,4,2,1,3,45,1,8,0,78.0,10.0,35,6,0,0.0,4,28.0,24.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::ui::editor::preferences::PreferenceInitializer,2,1,0,2,0,0,0,0,5.0,1.0,0,0,0,0.0,1,5.0,1.0,0,0,0,0,0,
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemotePermissionMapping,5,1,0,5,45,0,5,0,65.0,10.0,18,5,0,0.0,10,27.0,28.0,0,0,0,0,0,
org::eclipse::mylyn::internal::java::ui::junit::TaskContextJUnitMainTab,4,1,2,2,36,0,2,0,52.0,9.0,0,2,0,0.0,9,21.0,13.0,0,0,0,0,0,
org::eclipse::mylyn::java::tests::search::WorkspaceSetupHelper,13,1,5,8,55,0,7,0,89.0,11.0,9,7,0,0.0,11,39.0,26.0,0,0,0,0,0,
org::eclipse::mylyn::wikitext::core::validation::ValidationRule,4,1,2,2,1,5,0,0,26.0,2.0,9,0,0,0.0,2,10.0,6.0,0,0,0,0,0,
org::eclipse::mylyn::internal::bugzilla::core::internal::FavoritesFile,10,1,0,10,36,0,7,0,104.0,9.0,9,2,2,1.0,7,48.0,19.0,0,0,0,0,0,
org::eclipse::mylyn::internal::trac::core::TracRepositoryConnector,44,2,18,29,946,0,11,0,452.0,44.0,36,9,1,0.0,41,219.0,124.0,1,1,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::editors::TraverseOnTabKeyListener,0,1,0,0,0,0,0,0,6.0,1.0,9,0,0,0.0,1,1.0,2.0,0,0,0,0,0,
org::eclipse::mylyn::internal::context::ui::ContextWorkingSetManager,11,1,2,9,45,0,4,0,65.0,10.0,9,4,1,0.0,9,32.0,15.0,0,0,0,0,0,
org::eclipse::mylyn::internal::jira::core::model::filter::TextFilter,1,1,1,0,1,0,1,0,6.0,2.0,9,1,0,0.0,2,2.0,2.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::actions::CopyTaskDetailsAction,13,1,6,7,6,0,2,0,45.0,4.0,0,1,0,0.0,4,28.0,10.0,0,0,0,0,0,
org::eclipse::mylyn::internal::sandbox::ui::hyperlinks::JavaResourceHyperlinkExtension,1,2,0,1,3,0,1,1,9.0,3.0,15,1,0,0.0,0,4.0,3.0,0,0,0,0,0,
org::eclipse::mylyn::internal::web::ui::AbstractWebContextProvider,0,1,0,0,0,0,0,0,0.0,0.0,9,0,0,0.0,0,0.0,0.0,0,0,0,0,0,
org::eclipse::mylyn::zest::tests::swt::NestedGraphSnippet2,3,1,0,3,0,0,0,0,60.0,1.0,9,0,0,0.0,1,14.0,3.0,0,0,0,0,0,
org::eclipse::mylyn::internal::context::ui::commands::AbstractTaskAttachmentCommandHandler,0,1,0,0,1,1,0,0,4.0,2.0,0,0,0,0.0,1,2.0,2.0,0,0,0,0,0,
org::eclipse::mylyn::jira::tests::util::MockJiraClient,10,2,3,7,990,0,1,6,164.0,45.0,59,1,0,0.0,45,67.0,45.0,0,0,0,0,0,
org::eclipse::mylyn::internal::jira::core::model::WebServerInfo,3,1,3,0,21,0,3,0,20.0,7.0,9,3,0,0.0,7,7.0,7.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::wizards::TaskDataExportWizard,7,1,1,6,10,0,2,0,45.0,5.0,0,2,1,0.0,4,25.0,7.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorAttributePart,13,2,0,13,15,0,8,1,201.0,6.0,19,8,3,0.0,2,53.0,24.0,1,1,0,0,0,
org::eclipse::mylyn::internal::trac::core::model::TracTicket,13,1,12,1,325,0,11,0,114.0,26.0,9,10,0,0.0,25,51.0,39.0,0,0,0,0,0,
org::eclipse::mylyn::internal::sandbox::dev::properties::TaskRepositoryPropertiesSource,3,1,1,2,21,0,1,0,30.0,7.0,9,1,0,0.0,7,18.0,8.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::ui::editor::syntax::MarkupTokenScanner,15,1,1,14,66,0,6,0,252.0,12.0,9,6,7,0.0,5,158.0,61.0,1,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::actions::ClearOutgoingAction,13,1,4,10,10,0,3,0,49.0,5.0,0,2,0,0.0,5,26.0,13.0,0,0,0,0,0,
org::eclipse::mylyn::internal::jira::core::model::SecurityLevel,7,1,7,0,10,0,4,0,14.0,5.0,18,3,0,0.0,5,5.0,5.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::core::data::TaskDataStateWriter,8,1,1,7,10,0,3,0,83.0,5.0,9,3,3,0.0,2,62.0,9.0,0,0,0,0,0,
org::eclipse::mylyn::monitor::ui::AbstractCommandMonitor,2,1,1,1,21,1,0,0,33.0,7.0,9,0,0,0.0,6,14.0,7.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::ui::editor::help::HelpContent,15,1,3,12,10,1,4,0,85.0,5.0,9,4,1,0.0,4,47.0,13.0,1,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::wizards::SelectRepositoryConnectorPage,5,1,1,4,6,0,2,0,41.0,4.0,0,2,0,0.0,4,12.0,4.0,4,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::views::AbstractTaskListContentProvider,0,1,0,0,0,1,1,0,3.0,1.0,9,0,0,0.0,1,1.0,1.0,0,0,0,0,0,
org::eclipse::mylyn::internal::provisional::commons::ui::CommonFonts,3,1,0,3,3,0,5,0,47.0,3.0,9,0,2,5.0,1,21.0,10.0,0,0,0,0,0,
org::eclipse::mylyn::internal::team::ui::properties::ProjectTeamPage,3,1,0,3,28,0,8,0,149.0,8.0,0,8,5,0.0,2,38.0,13.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::bugs::TaskErrorReporter,11,1,3,9,28,0,2,0,50.0,8.0,9,2,0,0.0,8,32.0,10.0,0,0,0,0,0,
org::eclipse::mylyn::internal::monitor::usage::wizards::UsageFileSelectionWizardPage,8,1,1,7,15,0,4,0,111.0,6.0,0,3,2,0.0,3,47.0,13.0,0,0,0,0,0,
org::eclipse::mylyn::internal::trac::core::client::InvalidTicketException,2,2,2,0,0,0,1,0,2.0,1.0,26,1,0,0.0,1,1.0,1.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::core::sync::SynchronizeTasksJob,19,2,1,18,91,0,11,0,167.0,14.0,3,11,9,0.0,5,103.0,28.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::editors::HighlightingHyperlinkTextPresentationManager,1,2,1,0,1,0,0,0,3.0,2.0,18,0,0,0.0,1,3.0,1.0,0,0,0,0,0,
org::eclipse::mylyn::internal::jira::core::model::filter::ResolutionFilter,5,1,5,0,6,0,2,0,14.0,4.0,18,2,0,0.0,3,5.0,4.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::OfflineFileStorage,15,1,0,15,300,0,51,0,510.0,25.0,16,51,9,0.0,16,211.0,106.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::mediawiki::core::validation::CommentValidationRule,6,2,1,5,1,0,1,0,16.0,2.0,11,1,0,0.0,2,11.0,5.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::ui::editor::MarkupEditorActionBarContributor,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,
org::eclipse::mylyn::internal::java::ui::TypeHistoryManager,5,2,2,3,36,0,0,0,55.0,9.0,17,0,2,0.0,7,30.0,15.0,0,0,0,0,0,
org::eclipse::mylyn::tasks::ui::editors::AttributeEditorToolkit,23,1,15,8,105,0,5,0,110.0,15.0,9,4,6,1.0,4,64.0,31.0,0,0,0,0,0,
org::eclipse::mylyn::wikitext::core::parser::TableCellAttributes,4,2,4,0,55,0,5,0,30.0,11.0,20,5,0,0.0,11,11.0,10.0,0,0,0,0,0,
org::eclipse::mylyn::wikitext::core::validation::MarkupValidator,8,1,3,5,3,0,1,0,28.0,3.0,9,1,0,0.0,3,18.0,8.0,0,0,0,0,0,
org::eclipse::mylyn::internal::context::ui::UiUtil,4,1,4,0,1,0,0,0,19.0,2.0,9,0,0,0.0,2,7.0,4.0,2,2,0,0,0,
org::eclipse::mylyn::java::tests::search::ActiveSearchNotifier,12,2,4,8,28,0,2,3,40.0,8.0,8,2,2,0.0,6,33.0,8.0,0,0,0,0,0,
org::eclipse::mylyn::internal::java::ui::editor::FocusedJavaNoTypeProposalComputer,2,1,0,2,3,0,0,0,14.0,3.0,0,0,0,0.0,2,11.0,4.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::ui::editor::operations::MoveSectionsCommand,9,2,1,8,3,0,3,1,112.0,3.0,14,3,1,0.0,1,40.0,27.0,1,0,0,0,0,
org::eclipse::mylyn::internal::monitor::usage::InteractionEventObfuscator,10,1,1,9,3,0,3,0,45.0,3.0,9,1,0,0.0,3,31.0,10.0,0,0,0,0,0,
org::eclipse::mylyn::internal::sandbox::bridge::bugs::Util,14,1,1,14,10,0,1,0,125.0,5.0,9,1,0,0.0,5,49.0,10.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::textile::core::Textile,12,1,6,6,3,0,9,0,75.0,3.0,9,5,1,0.0,2,28.0,19.0,0,0,0,0,0,
org::eclipse::mylyn::zest::layouts::algorithms::GridLayoutAlgorithm,4,2,0,4,78,2,12,8,147.0,13.0,63,1,0,10.0,3,37.0,42.0,0,0,0,0,0,
org::eclipse::mylyn::internal::trac::core::TracTaskMapper,4,2,2,3,3,0,1,0,17.0,3.0,75,1,0,0.0,3,9.0,5.0,0,0,0,0,0,
org::eclipse::mylyn::zest::core::widgets::Graph,43,1,23,24,1128,0,26,1,551.0,48.0,19,12,5,11.0,25,284.0,115.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::confluence::core::block::HeadingBlock,11,3,1,10,6,0,4,4,40.0,4.0,43,3,0,0.0,4,24.0,11.0,0,0,0,0,0,
org::eclipse::mylyn::internal::bugzilla::core::history::TaskHistory,4,1,2,2,55,0,6,0,69.0,11.0,18,6,1,0.0,10,27.0,15.0,0,0,0,0,0,
org::eclipse::mylyn::internal::java::tasks::JavaStackTraceFileHyperlink,6,1,3,3,55,0,3,0,161.0,11.0,10,3,2,0.0,6,43.0,26.0,0,0,0,0,0,
org::eclipse::mylyn::internal::pde::ui::junit::TaskContextPdeJUnitLaunchConfiguration,2,1,0,2,0,0,0,0,14.0,1.0,0,0,0,0.0,0,8.0,1.0,0,0,0,0,0,
org::eclipse::mylyn::internal::context::ui::wizards::ContextAttachWizardPage,3,1,1,2,3,0,3,0,39.0,3.0,0,3,0,0.0,2,9.0,3.0,0,0,0,0,0,
org::eclipse::mylyn::internal::monitor::reports::ui::actions::FocusedUiUserAnalysisAction,4,1,0,4,3,0,0,0,38.0,3.0,9,0,0,0.0,3,10.0,4.0,0,0,0,0,0,
org::eclipse::mylyn::tasks::core::data::TaskRelation,10,1,7,3,36,0,3,0,47.0,9.0,9,3,1,0.0,8,19.0,14.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::views::UpdateRepositoryConfigurationAction,13,2,4,9,3,0,1,0,50.0,3.0,6,1,0,0.0,3,22.0,3.0,0,0,0,0,0,
org::eclipse::mylyn::internal::trac::core::client::TracWebClient,36,2,1,35,231,0,2,21,553.0,22.0,55,2,8,0.0,14,347.0,126.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::actions::OpenWithBrowserAction,5,1,2,3,3,0,1,0,28.0,3.0,0,0,1,0.0,2,14.0,9.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::editors::DateAttributeEditor,8,2,2,6,28,0,2,0,105.0,8.0,32,2,1,0.0,6,42.0,12.0,2,1,0,0,0,
org::eclipse::mylyn::internal::jira::core::model::Messages,0,1,0,0,0,0,2,0,2.0,1.0,0,1,1,1.0,0,1.0,1.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::core::parser::builder::SplittingStrategy,1,1,1,0,3,2,0,0,0.0,3.0,9,0,0,0.0,3,3.0,0.0,0,0,0,0,0,
org::eclipse::mylyn::zest::tests::swt::GraphSnippet4,3,1,0,3,1,0,0,0,53.0,2.0,9,0,0,0.0,2,14.0,4.0,0,0,0,0,0,
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaConnectorUi,17,2,0,17,136,0,3,0,131.0,17.0,31,3,2,0.0,15,73.0,38.0,0,0,0,0,0,
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteCustomFieldValue,6,1,1,5,66,0,6,0,76.0,12.0,18,6,0,0.0,12,33.0,35.0,0,0,0,0,0,
org::eclipse::mylyn::internal::jira::core::service::web::rss::JiraRssClient,3,1,1,3,15,0,2,0,98.0,6.0,9,2,1,0.0,5,17.0,14.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::core::TaskRepositoryLocation,6,2,2,4,3,1,1,0,25.0,3.0,15,0,0,0.0,3,14.0,7.0,0,0,0,0,0,
org::xplanner::soap::TaskData,13,2,8,5,496,0,16,0,168.0,32.0,37,16,0,0.0,32,77.0,71.0,0,0,0,0,0,
org::eclipse::mylyn::internal::monitor::core::collection::ViewUsageCollector,7,1,3,4,55,1,3,0,103.0,11.0,14,0,1,0.0,10,54.0,21.0,0,0,0,0,0,
org::eclipse::mylyn::internal::commons::net::TrustAllTrustManager,1,1,1,0,6,0,0,0,9.0,4.0,27,0,0,0.0,4,4.0,3.0,0,0,0,0,0,
org::eclipse::mylyn::internal::java::ui::search::XmlActiveSearchUpdater,4,1,1,3,21,0,1,0,61.0,7.0,9,1,1,0.0,6,17.0,13.0,0,0,0,0,0,
org::eclipse::mylyn::internal::java::ui::junit::TaskContextJUnitTabGroup,1,1,0,1,1,0,0,0,9.0,2.0,0,0,0,0.0,2,6.0,2.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::core::data::TaskDataManager,43,1,21,23,351,0,11,0,415.0,27.0,14,11,9,0.0,17,167.0,66.0,0,0,0,0,0,
org::eclipse::mylyn::internal::jira::ui::wizards::JiraProjectPage,21,1,3,18,36,0,2,0,263.0,9.0,0,2,5,0.0,4,71.0,29.0,2,2,0,0,1,
org::eclipse::mylyn::internal::java::ui::actions::ToggleActiveFoldingAction,2,1,0,2,36,0,2,0,41.0,9.0,0,2,1,0.0,8,18.0,11.0,0,0,0,0,0,
org::eclipse::mylyn::internal::sandbox::ui::highlighters::HighlighterList,10,1,5,5,78,0,2,0,116.0,13.0,9,1,2,0.0,11,48.0,21.0,0,0,0,0,0,
org::eclipse::mylyn::internal::provisional::commons::ui::CommonTextSupport,11,1,10,2,153,0,5,0,193.0,18.0,9,4,8,1.0,10,111.0,53.0,0,0,0,0,0,
org::eclipse::mylyn::internal::jira::core::model::NamedFilter,5,1,5,0,66,0,6,0,33.0,12.0,18,6,0,0.0,12,12.0,11.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssPartitionScanner,1,1,1,0,0,0,2,0,8.0,1.0,0,0,0,0.0,1,5.0,1.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::mediawiki::core::token::TemplateReplacementToken,2,2,1,1,6,0,1,0,9.0,4.0,22,1,0,0.0,1,5.0,3.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::bugs::wizards::Messages,0,1,0,0,0,0,11,0,3.0,1.0,0,1,0,10.0,1,2.0,1.0,1,0,0,0,0,
org::eclipse::mylyn::internal::context::core::InteractionContextElement,10,2,4,7,105,0,5,0,65.0,15.0,17,5,0,0.0,14,32.0,20.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::search::CreateQueryFromSearchAction,8,1,1,8,1,0,1,0,32.0,2.0,0,1,0,0.0,2,19.0,7.0,0,0,0,0,0,
org::eclipse::mylyn::internal::context::ui::TaskContextWorkingSetPage,3,1,0,3,15,0,3,0,81.0,6.0,0,2,0,0.0,6,22.0,9.0,0,0,0,0,0,
org::eclipse::mylyn::tasks::ui::AbstractRepositoryConnectorUi,29,1,28,2,231,7,2,0,57.0,22.0,9,2,0,0.0,22,26.0,19.0,0,0,0,0,0,
org::eclipse::mylyn::internal::jira::core::html::HTML2TextReader,9,3,2,7,78,0,7,2,221.0,13.0,45,7,5,0.0,2,91.0,70.0,0,0,0,0,0,
org::eclipse::mylyn::tasks::core::TaskRepositoryLocationFactory,8,1,7,1,1,1,0,0,3.0,2.0,9,0,0,0.0,2,3.0,1.0,0,0,0,0,0,
org::eclipse::mylyn::examples::monitor::study::QuestionnaireWizardPage,6,2,0,6,66,0,25,0,193.0,12.0,2,25,2,0.0,10,39.0,23.0,0,0,0,0,0,
org::eclipse::mylyn::internal::monitor::usage::editors::UsageStatsEditorInput,7,1,5,2,45,0,3,0,39.0,10.0,9,3,0,0.0,10,13.0,12.0,0,0,0,0,0,
org::eclipse::mylyn::internal::trac::core::client::TracProxyAuthenticationException,1,2,1,0,0,0,1,0,2.0,1.0,26,1,0,0.0,1,1.0,1.0,0,0,0,0,0,
org::eclipse::mylyn::internal::monitor::core::collection::CommandUsageCollector,5,1,1,4,21,0,2,0,23.0,7.0,14,2,0,0.0,7,15.0,7.0,0,0,0,0,0,
upload::MylarUsageUploadServlet,7,1,0,7,1,0,5,0,64.0,2.0,45,4,1,0.0,0,28.0,4.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::ui::editor::reconciler::MarkupMonoReconciler,2,1,2,0,1,0,0,0,6.0,2.0,0,0,0,0.0,2,3.0,2.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::core::TaskCategory,17,4,16,1,6,0,1,0,20.0,4.0,51,1,0,0.0,4,5.0,6.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::TaskListNotificationManager,10,1,4,7,45,0,8,0,70.0,10.0,9,8,1,0.0,9,39.0,16.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::twiki::core::token::WikiWordReplacementToken,2,2,1,1,6,0,1,0,9.0,4.0,22,1,0,0.0,1,5.0,3.0,0,0,0,0,0,
org::eclipse::mylyn::wikitext::ui::commands::AbstractMarkupResourceHandler,4,1,0,4,6,2,1,0,59.0,4.0,0,0,0,0.0,3,18.0,11.0,2,0,0,0,0,
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaCustomQueryDialog,0,1,0,0,15,0,7,0,64.0,6.0,0,7,0,0.0,4,12.0,9.0,0,0,0,0,0,
org::eclipse::mylyn::internal::jira::ui::wizards::JiraFilterDefinitionPage,32,3,2,30,253,0,55,0,1346.0,23.0,14,30,12,25.0,8,475.0,159.0,1,0,0,0,1,
org::eclipse::mylyn::internal::resources::ui::ResourceInterestUpdater,14,1,5,9,10,0,2,0,53.0,5.0,9,1,2,0.0,3,27.0,11.0,0,0,0,0,0,
org::eclipse::mylyn::internal::xplanner::ui::XPlannerRepositoryUtils,42,1,8,37,946,0,4,0,681.0,44.0,9,3,2,0.0,40,309.0,106.0,2,2,0,0,0,
org::eclipse::mylyn::internal::tasks::bugs::wizards::ReportBugOrEnhancementWizard,7,1,0,7,15,0,2,0,54.0,6.0,0,2,1,0.0,5,28.0,14.0,1,0,0,0,0,
org::eclipse::mylyn::zest::layouts::algorithms::HorizontalShift,5,2,2,3,36,0,2,8,87.0,9.0,63,2,1,0.0,2,39.0,13.0,0,0,0,0,0,
org::eclipse::mylyn::internal::monitor::ui::KeybindingCommandMonitor,3,2,1,2,1,0,1,0,4.0,2.0,16,0,0,0.0,1,5.0,1.0,0,0,0,0,0,
org::eclipse::mylyn::monitor::ui::AbstractUserActivityMonitor,2,1,2,0,15,1,1,0,16.0,6.0,9,1,0,0.0,6,6.0,4.0,0,0,0,0,0,
org::eclipse::mylyn::commons::core::CoreUtil,0,1,0,0,0,0,1,0,0.0,0.0,9,0,0,0.0,0,0.0,0.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::views::TaskDetailLabelProvider,8,1,1,7,3,0,0,0,24.0,3.0,0,0,0,0.0,3,18.0,5.0,0,0,0,0,0,
org::eclipse::mylyn::internal::trac::core::client::TracPermissionDeniedException,0,2,0,0,0,0,1,0,3.0,1.0,26,1,0,0.0,1,1.0,1.0,0,0,0,0,0,
org::eclipse::mylyn::internal::context::ui::editors::ScalableInterestFilter,5,2,2,3,1,0,1,0,10.0,2.0,7,1,0,0.0,1,7.0,3.0,0,0,0,0,0,
org::eclipse::mylyn::zest::core::viewers::internal::GraphModelEntityFactory,7,2,1,6,10,0,1,0,102.0,5.0,45,0,1,1.0,3,68.0,26.0,0,0,0,0,0,
org::eclipse::mylyn::internal::xplanner::ui::wizard::EditXPlannerQueryWizard,14,2,1,13,10,0,2,0,60.0,5.0,4,2,1,0.0,4,32.0,12.0,0,0,0,0,0,
org::eclipse::mylyn::internal::xplanner::core::service::soap::SoapXPlannerService,7,3,1,6,780,0,4,0,139.0,40.0,58,3,0,1.0,40,98.0,40.0,0,0,0,0,0,
org::eclipse::mylyn::wikitext::core::parser::HeadingAttributes,2,2,2,0,3,0,1,0,6.0,3.0,20,1,0,0.0,3,3.0,2.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::ui::viewer::annotation::BulletDrawingStrategy,2,1,1,1,1,0,0,0,62.0,2.0,9,0,0,0.0,2,10.0,9.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::TaskCompletionFilter,2,2,0,2,0,0,0,0,20.0,1.0,11,0,0,0.0,1,4.0,5.0,0,0,0,0,0,
org::eclipse::mylyn::internal::tasks::ui::editors::TaskUrlHyperlinkDetector,7,1,2,5,3,0,0,0,132.0,3.0,0,0,1,0.0,2,22.0,31.0,0,0,0,0,0,
org::eclipse::mylyn::internal::jira::ui::Messages,0,1,0,0,0,0,10,0,3.0,1.0,0,1,0,9.0,1,2.0,1.0,0,0,0,0,0,
org::eclipse::mylyn::internal::hypertext::ui::editors::WebElementsEditor,9,1,5,4,190,0,10,0,246.0,20.0,0,10,9,0.0,11,59.0,25.0,0,0,0,0,0,
org::eclipse::mylyn::internal::java::ui::JavaUiUtil,7,1,4,3,6,0,6,0,57.0,4.0,9,1,0,0.0,4,28.0,10.0,1,1,0,0,0,
org::eclipse::mylyn::internal::jira::core::model::Priority,9,1,8,1,91,0,11,0,51.0,14.0,18,6,0,0.0,14,16.0,16.0,0,0,0,0,0,
org::eclipse::mylyn::internal::wikitext::core::parser::builder::SplittingOutlineParser,6,2,1,5,10,0,1,0,29.0,5.0,19,1,0,0.0,4,21.0,9.0,0,0,0,0,0,
org::eclipse::mylyn::internal::sandbox::ui::views::ContextContentProvider,12,1,0,12,55,0,4,0,126.0,11.0,9,4,4,0.0,7,67.0,29.0,0,0,0,0,0,
org::eclipse::mylyn::monitor::usage::AbstractStudyBackgroundPage,1,1,1,0,0,0,0,0,0.0,1.0,9,0,0,0.0,1,1.0,0.0,0,0,0,0,0,
